2015-09-20 23:23:53, 48398, 5600, 14
2015-09-21 06:57:19, 18276, 2544, 14
2015-09-21 08:45:16, 22321, 3102, 14
2015-09-21 15:21:51, 25035, 3820, 12
2015-09-21 23:48:30, 20463, 2934, Auf Lager
2015-09-22 08:47:21, 29500, 3533, Auf Lager
2015-09-22 09:39:59, 29500, 3533, Auf Lager
2015-09-22 13:06:48, 30163, 3947, Auf Lager
2015-09-22 13:54:25, 29204, 4056, Auf Lager
2015-09-22 17:16:52, 17579, 2604, Auf Lager
2015-09-22 19:21:57, 17579, 2604, Auf Lager
2015-09-23 12:47:26, 32262, 4251, Auf Lager
2015-09-23 13:28:17, 32262, 4251, Auf Lager
2015-09-23 14:59:27, 32262, 4251, Auf Lager
2015-09-23 16:20:42, 32262, 4251, Auf Lager
2015-09-23 19:13:05, 20661, 2751, Auf Lager
2015-09-23 20:28:07, 20661, 2751, Auf Lager
2015-09-23 22:10:57, 20661, 2751, Auf Lager
2015-09-23 22:41:29, 13863, 1945, Auf Lager
2015-09-24 07:24:42, 26033, 3181, Auf Lager
2015-09-24 09:08:02, 31983, 3795, Auf Lager
2015-09-24 10:12:49, 31983, 3795, Auf Lager
2015-09-24 11:57:39, 31735, 3945, 20
2015-09-24 14:17:20, 31735, 3945, Auf Lager
2015-09-24 14:52:36, 13592, 2182, Auf Lager
